user_id;authority_name
12886;ROLE_USER
17974;ROLE_USER
13524;ROLE_USER
17955;ROLE_USER
15128;ROLE_USER
16610;ROLE_USER
17394;ROLE_USER
14173;ROLE_USER
16258;ROLE_USER
14948;ROLE_USER
17384;ROLE_USER
16990;ROLE_USER
13762;ROLE_USER
12593;ROLE_USER
14340;ROLE_USER
17429;ROLE_USER
13711;ROLE_USER
14515;ROLE_USER
16457;ROLE_USER
17527;ROLE_USER
14199;ROLE_USER
13888;ROLE_USER
14423;ROLE_USER
14697;ROLE_USER
17522;ROLE_USER
13867;ROLE_USER
17624;ROLE_USER
14393;ROLE_USER
17578;ROLE_USER
13450;ROLE_USER
17423;ROLE_USER
18241;ROLE_USER
15668;ROLE_USER
16319;ROLE_USER
15757;ROLE_USER
17174;ROLE_USER
13365;ROLE_USER
18227;ROLE_USER
14145;ROLE_USER
18235;ROLE_USER
13741;ROLE_USER
12394;ROLE_USER
16832;ROLE_USER
15258;ROLE_USER
15552;ROLE_USER
18170;ROLE_USER
13723;ROLE_USER
14005;ROLE_USER
15561;ROLE_USER
16121;ROLE_USER
18142;ROLE_USER
13642;ROLE_USER
15117;ROLE_USER
13561;ROLE_USER
15704;ROLE_USER
16007;ROLE_USER
16232;ROLE_USER
17410;ROLE_USER
13835;ROLE_USER
13427;ROLE_USER
14353;ROLE_USER
12700;ROLE_USER
13003;ROLE_USER
16756;ROLE_USER
13492;ROLE_USER
16440;ROLE_USER
18120;ROLE_USER
12355;ROLE_USER
17723;ROLE_USER
14699;ROLE_USER
12821;ROLE_USER
13055;ROLE_USER
13320;ROLE_USER
16357;ROLE_USER
18242;ROLE_USER
15865;ROLE_USER
17597;ROLE_USER
14397;ROLE_USER
13242;ROLE_USER
12684;ROLE_USER
14288;ROLE_USER
15063;ROLE_USER
12592;ROLE_USER
14591;ROLE_USER
13990;ROLE_USER
12749;ROLE_USER
16320;ROLE_USER
14691;ROLE_USER
16229;ROLE_USER
14920;ROLE_USER
17489;ROLE_USER
13404;ROLE_USER
15729;ROLE_USER
16644;ROLE_USER
14731;ROLE_USER
14277;ROLE_USER
15187;ROLE_USER
13052;ROLE_USER
18133;ROLE_USER
17664;ROLE_USER
14649;ROLE_USER
13235;ROLE_USER
14883;ROLE_USER
12976;ROLE_USER
14681;ROLE_USER
14421;ROLE_USER
16116;ROLE_USER
14988;ROLE_USER
15489;ROLE_USER
14364;ROLE_USER
16006;ROLE_USER
16184;ROLE_USER
17932;ROLE_USER
18221;ROLE_USER
12590;ROLE_USER
14853;ROLE_USER
17658;ROLE_USER
17764;ROLE_USER
14651;ROLE_USER
14000;ROLE_USER
13601;ROLE_USER
12757;ROLE_USER
17970;ROLE_USER
12770;ROLE_USER
15826;ROLE_USER
15907;ROLE_USER
12695;ROLE_USER
14342;ROLE_USER
14873;ROLE_USER
14689;ROLE_USER
15440;ROLE_USER
16076;ROLE_USER
15333;ROLE_USER
16283;ROLE_USER
17263;ROLE_USER
16877;ROLE_USER
12674;ROLE_USER
16642;ROLE_USER
12871;ROLE_USER
14038;ROLE_USER
14489;ROLE_USER
14888;ROLE_USER
17190;ROLE_USER
13456;ROLE_USER
17898;ROLE_USER
13976;ROLE_USER
16139;ROLE_USER
15730;ROLE_USER
16266;ROLE_USER
15123;ROLE_USER
17505;ROLE_USER
12690;ROLE_USER
16446;ROLE_USER
17556;ROLE_USER
14583;ROLE_USER
16818;ROLE_USER
13572;ROLE_USER
14009;ROLE_USER
13258;ROLE_USER
14463;ROLE_USER
13192;ROLE_USER
16987;ROLE_USER
13417;ROLE_USER
17047;ROLE_USER
