user_id;authority_name
17850;ROLE_USER
13047;ROLE_USER
12583;ROLE_USER
13748;ROLE_USER
15100;ROLE_USER
15291;ROLE_USER
14688;ROLE_USER
17809;ROLE_USER
15311;ROLE_USER
14527;ROLE_USER
16098;ROLE_USER
18074;ROLE_USER
17420;ROLE_USER
16029;ROLE_USER
16250;ROLE_USER
12431;ROLE_USER
17511;ROLE_USER
17548;ROLE_USER
13705;ROLE_USER
13747;ROLE_USER
13408;ROLE_USER
13767;ROLE_USER
17924;ROLE_USER
13448;ROLE_USER
15862;ROLE_USER
15513;ROLE_USER
12791;ROLE_USER
16218;ROLE_USER
14045;ROLE_USER
14307;ROLE_USER
17908;ROLE_USER
17920;ROLE_USER
12838;ROLE_USER
13255;ROLE_USER
16583;ROLE_USER
18085;ROLE_USER
13758;ROLE_USER
13694;ROLE_USER
15983;ROLE_USER
14849;ROLE_USER
17968;ROLE_USER
16210;ROLE_USER
17897;ROLE_USER
17377;ROLE_USER
16552;ROLE_USER
17181;ROLE_USER
17951;ROLE_USER
14729;ROLE_USER
12748;ROLE_USER
15012;ROLE_USER
12868;ROLE_USER
17572;ROLE_USER
14078;ROLE_USER
14001;ROLE_USER
12662;ROLE_USER
15525;ROLE_USER
14237;ROLE_USER
17905;ROLE_USER
15485;ROLE_USER
12433;ROLE_USER
16955;ROLE_USER
15350;ROLE_USER
15605;ROLE_USER
18144;ROLE_USER
15922;ROLE_USER
14594;ROLE_USER
15165;ROLE_USER
14911;ROLE_USER
16456;ROLE_USER
17841;ROLE_USER
12472;ROLE_USER
17346;ROLE_USER
17643;ROLE_USER
17873;ROLE_USER
13093;ROLE_USER
12921;ROLE_USER
13468;ROLE_USER
17760;ROLE_USER
16928;ROLE_USER
16048;ROLE_USER
16274;ROLE_USER
14496;ROLE_USER
14696;ROLE_USER
16539;ROLE_USER
17025;ROLE_USER
13777;ROLE_USER
17690;ROLE_USER
12947;ROLE_USER
17460;ROLE_USER
18229;ROLE_USER
14142;ROLE_USER
17069;ROLE_USER
13065;ROLE_USER
14606;ROLE_USER
16835;ROLE_USER
15235;ROLE_USER
13576;ROLE_USER
18011;ROLE_USER
13090;ROLE_USER
15694;ROLE_USER
14741;ROLE_USER
13715;ROLE_USER
14092;ROLE_USER
17732;ROLE_USER
12855;ROLE_USER
15752;ROLE_USER
17855;ROLE_USER
14047;ROLE_USER
17925;ROLE_USER
13941;ROLE_USER
17017;ROLE_USER
14135;ROLE_USER
13108;ROLE_USER
12471;ROLE_USER
15601;ROLE_USER
13418;ROLE_USER
14766;ROLE_USER
15658;ROLE_USER
14388;ROLE_USER
