user_id;authority_name
16626;ROLE_USER
15019;ROLE_USER
18270;ROLE_USER
14315;ROLE_USER
17921;ROLE_USER
14041;ROLE_USER
17060;ROLE_USER
16023;ROLE_USER
17133;ROLE_USER
12878;ROLE_USER
14155;ROLE_USER
17043;ROLE_USER
13046;ROLE_USER
14633;ROLE_USER
12948;ROLE_USER
15703;ROLE_USER
14071;ROLE_USER
17134;ROLE_USER
17795;ROLE_USER
12902;ROLE_USER
16444;ROLE_USER
14232;ROLE_USER
14693;ROLE_USER
12407;ROLE_USER
16728;ROLE_USER
16096;ROLE_USER
13985;ROLE_USER
13592;ROLE_USER
15140;ROLE_USER
12843;ROLE_USER
14408;ROLE_USER
15408;ROLE_USER
15445;ROLE_USER
15452;ROLE_USER
14223;ROLE_USER
16619;ROLE_USER
14762;ROLE_USER
13934;ROLE_USER
15669;ROLE_USER
16384;ROLE_USER
18224;ROLE_USER
14245;ROLE_USER
17678;ROLE_USER
15855;ROLE_USER
16036;ROLE_USER
17763;ROLE_USER
13262;ROLE_USER
17152;ROLE_USER
14632;ROLE_USER
13900;ROLE_USER
14875;ROLE_USER
15132;ROLE_USER
17272;ROLE_USER
16135;ROLE_USER
12831;ROLE_USER
15437;ROLE_USER
16809;ROLE_USER
14711;ROLE_USER
14377;ROLE_USER
16374;ROLE_USER
13196;ROLE_USER
15457;ROLE_USER
12613;ROLE_USER
16721;ROLE_USER
12399;ROLE_USER
17733;ROLE_USER
17102;ROLE_USER
15410;ROLE_USER
13239;ROLE_USER
15449;ROLE_USER
14870;ROLE_USER
13821;ROLE_USER
17096;ROLE_USER
12604;ROLE_USER
12818;ROLE_USER
18191;ROLE_USER
14461;ROLE_USER
13132;ROLE_USER
16859;ROLE_USER
15245;ROLE_USER
17486;ROLE_USER
16308;ROLE_USER
12564;ROLE_USER
14607;ROLE_USER
13249;ROLE_USER
15644;ROLE_USER
14075;ROLE_USER
17250;ROLE_USER
17966;ROLE_USER
14129;ROLE_USER
15651;ROLE_USER
13035;ROLE_USER
13341;ROLE_USER
13512;ROLE_USER
16620;ROLE_USER
17698;ROLE_USER
14267;ROLE_USER
13736;ROLE_USER
16022;ROLE_USER
14235;ROLE_USER
16769;ROLE_USER
17754;ROLE_USER
12408;ROLE_USER
16063;ROLE_USER
15178;ROLE_USER
14348;ROLE_USER
15815;ROLE_USER
13695;ROLE_USER
17979;ROLE_USER
13139;ROLE_USER
12545;ROLE_USER
14758;ROLE_USER
14536;ROLE_USER
13662;ROLE_USER
17946;ROLE_USER
13743;ROLE_USER
18078;ROLE_USER
16780;ROLE_USER
18273;ROLE_USER
15045;ROLE_USER
17625;ROLE_USER
13357;ROLE_USER
16777;ROLE_USER
14476;ROLE_USER
16245;ROLE_USER
12669;ROLE_USER
12792;ROLE_USER
17765;ROLE_USER
15083;ROLE_USER
18010;ROLE_USER
15249;ROLE_USER
13760;ROLE_USER
15624;ROLE_USER
17749;ROLE_USER
15068;ROLE_USER
14538;ROLE_USER
14851;ROLE_USER
14021;ROLE_USER
13037;ROLE_USER
18177;ROLE_USER
14128;ROLE_USER
17874;ROLE_USER
17719;ROLE_USER
17931;ROLE_USER
13803;ROLE_USER
17398;ROLE_USER
15906;ROLE_USER
16253;ROLE_USER
13439;ROLE_USER
12888;ROLE_USER
13588;ROLE_USER
12456;ROLE_USER
15521;ROLE_USER
13720;ROLE_USER
15674;ROLE_USER
17594;ROLE_USER
17775;ROLE_USER
13988;ROLE_USER
16657;ROLE_USER
15424;ROLE_USER
13316;ROLE_USER
16788;ROLE_USER
16584;ROLE_USER
15364;ROLE_USER
18108;ROLE_USER
14272;ROLE_USER
15980;ROLE_USER
15832;ROLE_USER
16092;ROLE_USER
15528;ROLE_USER
16398;ROLE_USER
17088;ROLE_USER
17438;ROLE_USER
13060;ROLE_USER
14790;ROLE_USER
14890;ROLE_USER
16386;ROLE_USER
14818;ROLE_USER
13571;ROLE_USER
12909;ROLE_USER
12619;ROLE_USER
16698;ROLE_USER
16681;ROLE_USER
13573;ROLE_USER
14957;ROLE_USER
13918;ROLE_USER
17212;ROLE_USER
17781;ROLE_USER
14886;ROLE_USER
13626;ROLE_USER
16609;ROLE_USER
16180;ROLE_USER
13462;ROLE_USER
18263;ROLE_USER
16960;ROLE_USER
13841;ROLE_USER
17701;ROLE_USER
12949;ROLE_USER
14852;ROLE_USER
12569;ROLE_USER
13169;ROLE_USER
16162;ROLE_USER
15691;ROLE_USER
14195;ROLE_USER
13781;ROLE_USER
17758;ROLE_USER
14023;ROLE_USER
17669;ROLE_USER
16142;ROLE_USER
17648;ROLE_USER
13059;ROLE_USER
16224;ROLE_USER
15223;ROLE_USER
17886;ROLE_USER
13294;ROLE_USER
15289;ROLE_USER
18185;ROLE_USER
17956;ROLE_USER
15756;ROLE_USER
14747;ROLE_USER
14719;ROLE_USER
13015;ROLE_USER
16586;ROLE_USER
16105;ROLE_USER
14546;ROLE_USER
15442;ROLE_USER
16906;ROLE_USER
14535;ROLE_USER
16170;ROLE_USER
15244;ROLE_USER
16696;ROLE_USER
15145;ROLE_USER
17492;ROLE_USER
13525;ROLE_USER
17409;ROLE_USER
17783;ROLE_USER
13863;ROLE_USER
13515;ROLE_USER
15917;ROLE_USER
17440;ROLE_USER
17045;ROLE_USER
17140;ROLE_USER
15201;ROLE_USER
14964;ROLE_USER
16031;ROLE_USER
14403;ROLE_USER
17042;ROLE_USER
